arquivos_processados,total_registros,primeira_notificacao,ultima_notificacao,gerado_em
DENGBR20.csv; DENGBR21.csv; DENGBR22.csv; DENGBR23.csv; DENGBR24.csv; DENGBR25.csv; DENGBR26.csv,14162545,2019-12-29,2026-06-14,2026-06-22 21:38:48
