"arquivo","local_bytes","datasus_bytes","local_sha256","datasus_sha256","iguais"
"DENGBR22.csv","392961379","392961379","E7CE8DD323353431A447DDBA2A424AEC02689273CE5DEB08B61BA1033A165B9F","E7CE8DD323353431A447DDBA2A424AEC02689273CE5DEB08B61BA1033A165B9F","True"
"DENGBR23.csv","463682540","463682540","AB350800E8F4109DA8F2CE22EE2B334A93F3E647DEC977F34C7AF0C8B70CDA08","AB350800E8F4109DA8F2CE22EE2B334A93F3E647DEC977F34C7AF0C8B70CDA08","True"
"DENGBR24.csv","1840398627","1840398627","5758B7C09E77CE7F00C78DDE04EA383EF7A77A83C3F3BC8098314429507437AC","5758B7C09E77CE7F00C78DDE04EA383EF7A77A83C3F3BC8098314429507437AC","True"
"DENGBR25.csv","457197205","457197205","E45547D523407209EC6F1C81A5773AA1089419CFEF3DCA5F51DF3F263829855B","E45547D523407209EC6F1C81A5773AA1089419CFEF3DCA5F51DF3F263829855B","True"
"DENGBR26.csv","104413857","104413857","9538C2A2F7FE70A01787EC86B1C93DCACBC14EEE1D1607518CC1FF3C2133040A","9538C2A2F7FE70A01787EC86B1C93DCACBC14EEE1D1607518CC1FF3C2133040A","True"
